,team_name,team_code,player_name,player_code
75,Chicago Bulls,CHI,Tomáš Satoranský,/s/satorto01
76,Chicago Bulls,CHI,Garrett Temple,/t/templga01
77,Chicago Bulls,CHI,Lauri Markkanen,/m/markkla01
78,Chicago Bulls,CHI,Ryan Arcidiacono,/a/arcidry01
79,Chicago Bulls,CHI,Nikola Vučević,/v/vucevni01
80,Chicago Bulls,CHI,Daniel Theis,/t/theisda01
81,Chicago Bulls,CHI,Cristiano Felício,/f/feliccr01
82,Chicago Bulls,CHI,Javonte Green,/g/greenja02
83,Chicago Bulls,CHI,Adam Mokoka,/m/mokokad01
84,Chicago Bulls,CHI,Troy Brown Jr.,/b/browntr01
85,Chicago Bulls,CHI,Devon Dotson,/d/dotsode01
86,Chicago Bulls,CHI,Al-Farouq Aminu,/a/aminual01
87,Cleveland Cavaliers,CLE,Isaac Okoro,/o/okorois01
88,Cleveland Cavaliers,CLE,Dean Wade,/w/wadede01
89,Cleveland Cavaliers,CLE,Collin Sexton,/s/sextoco01
90,Cleveland Cavaliers,CLE,Cedi Osman,/o/osmande01
91,Cleveland Cavaliers,CLE,Darius Garland,/g/garlada01
92,Cleveland Cavaliers,CLE,Jarrett Allen,/a/allenja01
