,player,date,team,home,opp,min,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1818,/b/brookdi01,2021-03-12,MEM,,DEN,33:49,8,20,4,6,0,0,1,2,3,3,0,0,3,4,20,8.0,-12
1819,/b/brookdi01,2021-03-14,MEM,@,OKC,31:07,7,18,2,7,3,4,0,1,1,3,1,0,1,5,19,9.2,+1
1820,/b/brookdi01,2021-03-15,MEM,@,PHO,29:07,6,14,1,3,0,0,0,0,0,1,0,0,0,3,13,5.1,-19
1821,/b/brookdi01,2021-03-17,MEM,,MIA,29:09,3,13,2,10,2,2,0,2,2,2,1,0,2,3,10,1.9,-11
1822,/b/brookdi01,2021-03-19,MEM,,GSW,24:34,2,10,0,2,4,4,0,1,1,0,3,0,0,5,8,3.1,-3
1823,/b/brookdi01,2021-03-20,MEM,,GSW,26:12,4,16,3,8,8,8,2,2,4,3,0,1,2,4,19,10.6,+22
1824,/b/brookdi01,2021-03-22,MEM,,BOS,37:00,10,22,1,6,3,3,2,5,7,7,2,0,2,5,24,18.4,+1
1825,/b/brookdi01,2021-03-24,MEM,@,OKC,27:59,8,13,1,3,8,9,0,3,3,0,1,1,2,3,25,18.1,+25
1826,/b/brookdi01,2021-03-26,MEM,@,UTA,31:58,9,16,3,8,1,2,0,1,1,0,0,0,0,3,22,13.1,+21
1827,/b/brookdi01,2021-03-27,MEM,@,UTA,20:35,5,13,1,3,2,2,2,0,2,0,1,0,1,3,13,6.1,-8
1828,/b/brookdi01,2021-03-29,MEM,@,HOU,34:07,5,15,2,8,5,6,1,3,4,4,1,0,2,4,17,9.9,+5
1829,/b/brookdi01,2021-03-31,MEM,,UTA,29:21,8,17,1,3,0,0,0,1,1,1,3,0,1,5,17,9.3,-3
1830,/b/brookdi01,2021-04-02,MEM,,MIN,24:05,5,13,2,3,0,2,0,3,3,0,0,0,3,4,12,0.4,+2
1831,/b/brookdi01,2021-04-04,MEM,@,PHI,25:54,6,9,2,2,3,4,0,5,5,3,0,1,2,1,17,14.6,+21
1832,/b/brookdi01,2021-04-06,MEM,@,MIA,30:52,10,16,5,9,3,5,0,1,1,2,2,0,0,3,28,22.5,-1
1833,/b/brookdi01,2021-04-07,MEM,@,ATL,28:52,6,9,3,5,2,2,0,1,1,1,0,0,2,3,17,10.9,+22
1834,/b/brookdi01,2021-04-09,MEM,@,NYK,39:58,9,18,3,9,2,3,0,3,3,5,1,0,1,5,23,16.0,-2
1835,/b/brookdi01,2021-04-11,MEM,,IND,31:39,6,17,1,2,0,0,0,1,1,1,0,1,0,2,13,4.4,-12
1836,/b/brookdi01,2021-04-12,MEM,,CHI,36:34,6,19,1,4,4,4,3,4,7,2,1,0,0,4,17,10.2,+23
1837,/b/brookdi01,2021-04-14,MEM,,DAL,30:55,6,17,1,3,2,2,1,2,3,4,0,1,4,3,15,5.1,-1
1838,/b/brookdi01,2021-04-16,MEM,@,CHI,29:29,12,19,4,7,4,5,1,1,2,2,1,0,1,5,32,23.5,+11
1839,/b/brookdi01,2021-04-17,MEM,@,MIL,33:39,9,15,0,4,3,3,3,3,6,4,2,0,2,5,21,17.9,+7
1840,/b/brookdi01,2021-04-21,MEM,@,LAC,20:11,3,11,1,3,1,1,0,2,2,0,1,0,3,6,8,-2.3,0
1841,/b/brookdi01,2021-04-23,MEM,@,POR,34:54,11,19,3,6,0,0,0,2,2,3,1,0,2,0,25,17.8,+4
1842,/b/brookdi01,2021-04-25,MEM,@,POR,30:03,5,16,2,5,6,7,1,7,8,0,1,2,0,3,18,12.4,0
1843,/b/brookdi01,2021-04-26,MEM,@,DEN,22:49,2,5,1,3,4,4,1,0,1,2,1,1,4,5,9,4.1,-15
1844,/b/brookdi01,2021-04-28,MEM,,POR,21:30,6,10,1,4,5,5,0,2,2,1,1,0,2,5,18,11.7,-22
1845,/b/brookdi01,2021-04-30,MEM,,ORL,33:43,7,18,3,9,3,4,1,1,2,2,1,0,4,1,20,8.8,+22
1846,/b/brookdi01,2021-05-01,MEM,@,ORL,31:40,9,20,2,6,3,4,0,1,1,1,0,0,0,4,23,11.6,-6
1847,/b/brookdi01,2021-05-03,MEM,,NYK,35:23,8,19,5,9,4,6,1,0,1,1,2,0,0,4,25,15.9,+4
1848,/b/brookdi01,2021-05-05,MEM,@,MIN,25:22,5,12,3,5,3,3,0,4,4,3,0,0,1,6,16,9.5,-7
1849,/b/brookdi01,2021-05-06,MEM,@,DET,35:46,4,16,0,7,1,3,0,2,2,1,1,0,2,6,9,-3.5,-1
1850,/b/brookdi01,2021-05-08,MEM,@,TOR,36:42,5,11,2,4,2,3,1,2,3,4,1,0,2,3,14,9.8,+24
1851,/b/brookdi01,2021-05-10,MEM,,NOP,30:26,9,21,1,5,4,6,1,3,4,2,2,0,1,3,23,13.9,-4
1852,/b/brookdi01,2021-05-11,MEM,,DAL,32:47,9,21,2,9,2,2,0,2,2,2,3,2,2,3,22,14.1,+6
1853,/b/brookdi01,2021-05-13,MEM,,SAC,37:18,13,28,3,7,1,2,3,3,6,3,1,2,1,1,30,21.3,+10
1854,/b/brookdi01,2021-05-16,MEM,@,GSW,29:55,6,14,1,4,5,7,0,2,2,6,0,0,0,6,18,12.2,+7
1855,/m/moranja01,2020-12-23,MEM,,SAS,35:10,18,27,1,2,7,8,0,2,2,9,2,1,1,1,44,40.1,+10
1856,/m/moranja01,2020-12-26,MEM,,ATL,33:31,10,21,2,7,6,8,1,2,3,7,0,1,2,4,28,19.8,-2
1857,/m/moranja01,2020-12-28,MEM,@,BRK,12:36,2,7,0,0,3,3,1,1,2,3,0,0,4,1,7,1.6,+4
1858,/m/moranja01,2021-01-16,MEM,,PHI,30:42,7,14,0,3,3,4,0,0,0,6,1,0,3,4,17,10.2,+6
1859,/m/moranja01,2021-01-18,MEM,,PHO,34:03,5,10,1,2,6,8,0,3,3,10,2,1,4,1,17,17.4,-11
1860,/m/moranja01,2021-01-30,MEM,@,SAS,27:36,8,14,1,5,2,3,1,1,2,11,0,0,5,1,19,15.3,+9
1861,/m/moranja01,2021-02-01,MEM,@,SAS,21:33,5,9,1,1,2,2,1,2,3,8,2,0,4,1,13,13.2,+7
1862,/m/moranja01,2021-02-02,MEM,@,IND,28:35,2,10,0,1,6,6,0,1,1,5,2,1,4,1,10,5.9,-24
1863,/m/moranja01,2021-02-04,MEM,,HOU,28:39,6,15,1,5,2,5,0,3,3,4,2,0,2,2,15,8.6,-32
1864,/m/moranja01,2021-02-06,MEM,@,NOP,31:04,5,14,1,5,5,6,0,3,3,9,0,0,1,0,16,14.0,-25
1865,/m/moranja01,2021-02-08,MEM,,TOR,36:42,5,17,2,5,6,6,2,0,2,9,1,0,2,2,18,14.0,-9
1866,/m/moranja01,2021-02-10,MEM,,CHO,30:52,6,14,1,3,2,4,2,1,3,11,1,0,5,2,15,11.4,+23
1867,/m/moranja01,2021-02-12,MEM,@,LAL,35:13,7,18,1,4,7,8,1,2,3,10,0,0,1,0,22,19.1,-4
1868,/m/moranja01,2021-02-14,MEM,@,SAC,31:57,7,18,0,3,2,3,0,1,1,10,0,0,4,2,16,8.3,+18
1869,/m/moranja01,2021-02-16,MEM,,NOP,30:44,12,16,1,3,3,4,2,5,7,8,0,0,6,1,28,23.3,-13
1870,/m/moranja01,2021-02-17,MEM,,OKC,34:42,4,14,0,3,7,8,1,10,11,12,1,0,3,0,15,16.5,+5
1871,/m/moranja01,2021-02-19,MEM,,DET,32:24,10,23,0,5,9,10,0,3,3,4,1,0,2,2,29,18.4,+14
1872,/m/moranja01,2021-02-20,MEM,,PHO,26:50,5,12,0,2,2,2,3,2,5,5,1,0,3,2,12,9.0,-22
1873,/m/moranja01,2021-02-22,MEM,@,DAL,33:53,10,21,0,4,2,6,2,2,4,9,2,0,1,2,22,18.2,-11
1874,/m/moranja01,2021-02-25,MEM,,LAC,29:42,7,14,1,4,1,2,1,1,2,7,0,0,0,0,16,14.5,+18
1875,/m/moranja01,2021-02-26,MEM,,LAC,33:11,7,20,2,6,4,5,0,4,4,5,2,0,2,0,20,13.1,-11
1876,/m/moranja01,2021-02-28,MEM,@,HOU,26:12,2,8,0,1,2,2,0,1,1,7,3,0,2,3,6,6.2,+30
1877,/m/moranja01,2021-03-02,MEM,@,WAS,33:02,11,18,2,3,11,14,0,5,5,10,1,0,4,1,35,30.7,+21
1878,/m/moranja01,2021-03-04,MEM,,MIL,38:54,11,25,3,13,10,11,2,4,6,5,1,0,4,3,35,23.4,-3
1879,/m/moranja01,2021-03-10,MEM,,WAS,32:42,7,14,0,2,7,12,0,6,6,10,0,0,2,3,21,17.6,+17
1880,/m/moranja01,2021-03-12,MEM,,DEN,34:01,5,16,2,2,4,4,2,2,4,9,1,0,5,1,16,10.7,-8
1881,/m/moranja01,2021-03-14,MEM,@,OKC,34:25,7,15,1,3,7,8,0,1,1,7,1,0,2,2,22,17.3,+6
1882,/m/moranja01,2021-03-15,MEM,@,PHO,28:31,4,12,0,0,7,10,0,3,3,4,1,0,3,2,15,7.9,-14
1883,/m/moranja01,2021-03-17,MEM,,MIA,35:51,5,15,0,5,3,5,0,4,4,6,0,0,2,2,13,6.3,+2
1884,/m/moranja01,2021-03-19,MEM,,GSW,29:48,6,12,0,2,2,4,2,0,2,2,0,1,6,1,14,4.3,-16
1885,/m/moranja01,2021-03-20,MEM,,GSW,35:25,5,20,1,5,3,4,2,1,3,8,1,0,3,1,14,6.5,+8
1886,/m/moranja01,2021-03-22,MEM,,BOS,40:31,12,25,1,5,4,7,2,3,5,9,0,0,2,1,29,21.3,+1
1887,/m/moranja01,2021-03-24,MEM,@,OKC,30:50,5,14,1,4,0,0,1,4,5,7,2,2,3,0,11,10.4,+14
1888,/m/moranja01,2021-03-26,MEM,@,UTA,37:05,11,21,1,2,9,11,3,1,4,11,0,0,1,3,32,28.8,+11
1889,/m/moranja01,2021-03-27,MEM,@,UTA,26:28,4,12,1,4,3,4,1,0,1,4,0,0,3,1,12,4.9,-17
1890,/m/moranja01,2021-03-29,MEM,@,HOU,33:10,5,11,1,4,1,3,1,4,5,8,0,0,2,3,12,9.8,+1
1891,/m/moranja01,2021-03-31,MEM,,UTA,35:58,11,18,2,4,12,15,0,2,2,7,3,0,5,1,36,29.7,+4
1892,/m/moranja01,2021-04-02,MEM,,MIN,28:02,3,7,2,4,3,6,0,3,3,7,0,0,2,0,11,9.9,0
1893,/m/moranja01,2021-04-04,MEM,@,PHI,28:39,3,8,1,2,1,2,2,3,5,10,1,0,2,1,8,11.1,+29
1894,/m/moranja01,2021-04-06,MEM,@,MIA,29:15,3,8,0,4,4,6,0,4,4,4,1,0,7,1,10,2.4,+1
1895,/m/moranja01,2021-04-07,MEM,@,ATL,31:18,8,13,2,3,1,2,2,5,7,7,0,0,5,1,19,15.1,+20
1896,/m/moranja01,2021-04-09,MEM,@,NYK,38:30,9,18,4,5,4,8,0,4,4,6,0,1,4,2,26,16.7,-10
1897,/m/moranja01,2021-04-11,MEM,,IND,34:48,8,15,0,1,7,11,2,0,2,6,2,0,4,1,23,17.3,-14
1898,/m/moranja01,2021-04-12,MEM,,CHI,36:21,5,14,0,1,3,4,1,2,3,10,0,0,5,0,13,8.1,+23
1899,/m/moranja01,2021-04-14,MEM,,DAL,34:46,7,15,1,4,2,2,0,4,4,5,1,0,1,1,17,13.6,-10
1900,/m/moranja01,2021-04-16,MEM,@,CHI,32:18,5,11,1,3,4,6,1,6,7,5,0,0,3,1,15,11.1,+11
1901,/m/moranja01,2021-04-17,MEM,@,MIL,31:28,5,16,3,9,0,0,1,5,6,6,0,0,4,1,13,5.8,+9
1902,/m/moranja01,2021-04-19,MEM,@,DEN,45:26,13,24,2,5,8,11,2,6,8,12,3,1,4,1,36,34.1,+9
1903,/m/moranja01,2021-04-21,MEM,@,LAC,31:24,9,15,4,6,0,4,2,4,6,4,1,0,4,3,22,14.7,-11
1904,/m/moranja01,2021-04-23,MEM,@,POR,36:16,11,17,1,3,10,12,1,4,5,13,1,0,0,0,33,36.7,+4
1905,/m/moranja01,2021-04-25,MEM,@,POR,30:24,8,15,3,4,9,12,0,8,8,3,2,0,4,3,28,20.8,+9
1906,/m/moranja01,2021-04-26,MEM,@,DEN,29:52,10,15,0,4,7,9,0,6,6,6,1,0,3,2,27,22.9,-8
1907,/m/moranja01,2021-04-28,MEM,,POR,28:19,3,11,2,4,2,2,0,3,3,8,1,1,4,1,10,7.3,-8
1908,/m/moranja01,2021-04-30,MEM,,ORL,32:45,3,12,1,4,1,2,1,4,5,6,3,0,1,1,8,8.1,+16
1909,/m/moranja01,2021-05-01,MEM,@,ORL,31:40,8,18,2,3,4,4,1,2,3,7,0,1,6,1,22,13.1,-6
1910,/m/moranja01,2021-05-03,MEM,,NYK,37:33,2,14,0,4,4,4,1,4,5,6,0,0,3,1,8,1.7,0
1911,/m/moranja01,2021-05-05,MEM,@,MIN,37:06,14,25,1,2,8,11,0,4,4,10,2,1,4,0,37,30.8,+8
1912,/m/moranja01,2021-05-06,MEM,@,DET,36:40,7,15,4,10,2,4,0,3,3,5,0,1,5,1,20,11.2,-10
1913,/m/moranja01,2021-05-08,MEM,@,TOR,37:28,3,7,0,1,6,8,3,4,7,6,1,0,4,0,12,12.0,+20
1914,/m/moranja01,2021-05-10,MEM,,NOP,34:53,5,14,2,6,0,5,0,3,3,12,1,0,2,2,12,9.7,-1
1915,/m/moranja01,2021-05-11,MEM,,DAL,29:09,7,13,3,6,7,8,1,6,7,8,1,0,4,2,24,21.6,+11
1916,/m/moranja01,2021-05-13,MEM,,SAC,38:02,5,12,1,5,1,2,3,4,7,8,0,0,6,2,12,7.3,+25
1917,/m/moranja01,2021-05-16,MEM,@,GSW,37:58,7,21,1,6,1,2,1,2,3,9,1,0,4,1,16,7.9,-16
1918,/a/adebaba01,2020-12-23,MIA,@,ORL,34:41,11,16,0,0,3,4,3,8,11,4,0,1,7,4,25,17.2,-12
1919,/a/adebaba01,2020-12-25,MIA,,NOP,28:13,5,9,0,0,7,8,0,4,4,2,2,1,3,2,17,13.8,+9
1920,/a/adebaba01,2020-12-29,MIA,,MIL,25:01,5,7,0,0,2,2,0,6,6,4,1,1,5,2,12,9.6,-32
1921,/a/adebaba01,2020-12-30,MIA,,MIL,35:27,7,13,0,0,8,10,1,7,8,10,1,2,2,1,22,24.7,+11
1922,/a/adebaba01,2021-01-01,MIA,@,DAL,36:29,8,12,0,0,3,4,2,9,11,2,4,0,3,3,19,18.7,-8
1923,/a/adebaba01,2021-01-04,MIA,,OKC,28:24,9,10,0,0,2,3,1,7,8,4,0,0,1,2,20,20.0,+25
1924,/a/adebaba01,2021-01-06,MIA,,BOS,33:45,5,10,0,0,5,6,1,7,8,10,0,2,2,2,15,18.0,-9
1925,/a/adebaba01,2021-01-09,MIA,@,WAS,21:26,2,4,0,0,5,7,1,15,16,4,0,1,4,5,9,8.9,+4
1926,/a/adebaba01,2021-01-16,MIA,,DET,33:41,8,11,0,0,12,12,1,6,7,6,0,3,2,2,28,29.5,-13
1927,/a/adebaba01,2021-01-18,MIA,,DET,35:28,9,15,0,1,10,11,2,9,11,5,2,1,7,5,28,22.0,+5
1928,/a/adebaba01,2021-01-20,MIA,@,TOR,33:35,6,14,0,0,2,2,5,8,13,7,0,0,2,1,14,15.0,+2
1929,/a/adebaba01,2021-01-22,MIA,@,TOR,34:03,6,13,0,0,2,2,3,5,8,4,0,0,4,2,14,8.9,+1
1930,/a/adebaba01,2021-01-23,MIA,@,BRK,37:52,14,20,1,1,12,14,0,5,5,9,1,0,1,5,41,37.6,+4
1931,/a/adebaba01,2021-01-25,MIA,@,BRK,35:19,10,19,1,1,5,6,3,7,10,5,0,1,3,1,26,21.3,-3
1932,/a/adebaba01,2021-01-27,MIA,,DEN,33:31,6,13,0,1,3,4,2,5,7,6,0,0,3,0,15,12.0,-23
1933,/a/adebaba01,2021-01-28,MIA,,LAC,34:39,6,16,0,1,4,4,3,10,13,7,1,0,1,1,16,16.8,-3
1934,/a/adebaba01,2021-01-30,MIA,,SAC,35:47,7,11,0,0,4,4,2,11,13,4,2,1,5,2,18,17.5,-1
1935,/a/adebaba01,2021-02-01,MIA,,CHO,38:56,10,15,0,0,3,4,3,6,9,2,0,3,1,6,23,20.1,-2
1936,/a/adebaba01,2021-02-03,MIA,,WAS,34:55,8,15,0,0,1,2,2,9,11,6,2,1,3,5,17,15.3,+2
1937,/a/adebaba01,2021-02-05,MIA,,WAS,27:41,5,10,0,0,11,11,1,3,4,3,1,2,0,2,21,21.3,+29
1938,/a/adebaba01,2021-02-07,MIA,@,NYK,38:44,10,17,0,0,4,6,2,9,11,5,1,1,1,0,24,23.6,+10
1939,/a/adebaba01,2021-02-09,MIA,,NYK,35:27,3,9,0,0,13,16,4,2,6,2,2,2,3,0,19,17.9,-5
1940,/a/adebaba01,2021-02-11,MIA,@,HOU,33:32,3,8,0,0,4,5,1,12,13,8,2,0,8,6,10,6.7,+3
1941,/a/adebaba01,2021-02-13,MIA,@,UTA,36:49,7,17,0,0,0,0,2,8,10,6,2,0,1,0,14,13.9,-11
1942,/a/adebaba01,2021-02-15,MIA,@,LAC,35:54,12,15,0,0,3,5,3,9,12,7,1,2,3,3,27,28.4,-5
1943,/a/adebaba01,2021-02-17,MIA,@,GSW,33:37,10,16,0,0,4,5,2,3,5,7,0,2,3,5,24,20.0,-20
1944,/a/adebaba01,2021-02-18,MIA,@,SAC,35:32,6,13,0,0,4,4,3,9,12,10,0,0,4,2,16,16.3,+18
1945,/a/adebaba01,2021-02-20,MIA,@,LAL,36:24,8,16,0,1,0,0,3,7,10,6,2,1,2,1,16,16.7,-8
1946,/a/adebaba01,2021-02-22,MIA,@,OKC,37:05,7,10,0,0,5,6,3,10,13,5,0,1,4,3,19,18.5,+13
1947,/a/adebaba01,2021-02-24,MIA,,TOR,35:17,7,11,0,0,5,6,6,6,12,4,1,1,1,2,19,22.4,+4
1948,/a/adebaba01,2021-02-26,MIA,,UTA,34:13,7,14,0,0,5,5,2,9,11,7,1,1,3,3,19,18.5,+5
1949,/a/adebaba01,2021-02-28,MIA,,ATL,34:56,6,12,0,0,4,5,5,8,13,5,0,3,5,2,16,15.3,+7
1950,/a/adebaba01,2021-03-02,MIA,,ATL,32:58,3,8,0,0,5,6,0,2,2,3,0,0,1,0,11,7.9,-5
1951,/a/adebaba01,2021-03-16,MIA,,CLE,29:43,6,14,0,0,2,3,7,2,9,6,0,2,2,2,14,14.5,-3
1952,/a/adebaba01,2021-03-17,MIA,@,MEM,35:14,5,11,0,0,5,6,2,10,12,6,1,0,3,4,15,13.9,+14
1953,/a/adebaba01,2021-03-19,MIA,,IND,26:19,8,11,0,0,4,5,3,5,8,5,1,1,0,2,20,23.1,-7
1954,/a/adebaba01,2021-03-21,MIA,,IND,36:20,11,21,0,1,7,8,2,8,10,2,2,3,4,1,29,23.2,+22
1955,/a/adebaba01,2021-03-23,MIA,,PHO,32:24,4,9,0,0,8,9,3,5,8,6,0,1,1,1,16,18.0,-15
1956,/a/adebaba01,2021-03-25,MIA,,POR,31:56,13,16,0,0,3,3,2,7,9,7,0,5,2,1,29,32.5,+11
1957,/a/adebaba01,2021-03-26,MIA,@,CHO,35:00,7,11,0,0,3,6,1,7,8,2,2,0,1,1,17,15.7,-5
1958,/a/adebaba01,2021-03-29,MIA,@,NYK,37:29,9,17,0,0,2,3,7,10,17,4,1,2,1,0,20,23.4,+10
1959,/a/adebaba01,2021-03-31,MIA,@,IND,34:53,4,10,0,0,8,12,3,5,8,7,1,2,2,2,16,17.1,+16
1960,/a/adebaba01,2021-04-01,MIA,,GSW,30:28,5,13,0,0,9,9,1,7,8,6,0,1,3,3,19,15.4,+9
1961,/a/adebaba01,2021-04-03,MIA,,CLE,30:31,9,12,0,1,0,0,2,9,11,5,1,1,1,0,18,21.5,+13
1962,/a/adebaba01,2021-04-06,MIA,,MEM,33:20,9,14,0,0,0,3,2,8,10,10,3,0,0,2,18,23.6,-8
1963,/a/adebaba01,2021-04-08,MIA,,LAL,28:16,6,12,0,0,1,3,2,5,7,4,0,2,2,5,13,9.3,+3
1964,/a/adebaba01,2021-04-11,MIA,@,POR,34:49,9,14,0,0,4,8,0,3,3,2,2,0,2,2,22,15.7,-1
1965,/a/adebaba01,2021-04-13,MIA,@,PHO,33:08,4,6,0,0,3,4,4,6,10,5,3,1,4,2,11,15.0,+2
1966,/a/adebaba01,2021-04-14,MIA,@,DEN,30:20,7,16,0,0,7,8,1,5,6,2,2,2,6,1,21,12.8,-13
1967,/a/adebaba01,2021-04-16,MIA,@,MIN,33:16,7,8,0,0,3,5,0,4,4,4,0,0,2,4,17,13.8,-6
1968,/a/adebaba01,2021-04-18,MIA,,BRK,32:39,9,16,0,0,3,5,5,10,15,5,2,0,7,3,21,16.4,+9
1969,/a/adebaba01,2021-04-21,MIA,@,SAS,31:22,8,12,0,0,7,8,1,7,8,5,3,1,1,1,23,26.0,+1
1970,/a/adebaba01,2021-04-23,MIA,@,ATL,36:25,6,12,0,0,4,6,0,3,3,5,3,1,5,2,16,11.5,-6
1971,/a/adebaba01,2021-04-24,MIA,,CHI,35:04,7,13,0,0,6,7,2,4,6,10,2,0,1,2,20,23.1,0
1972,/a/adebaba01,2021-04-26,MIA,,CHI,36:53,9,14,0,0,5,6,2,4,6,2,2,2,1,1,23,22.4,-16
1973,/a/adebaba01,2021-04-28,MIA,,SAS,32:05,7,11,0,0,7,8,4,7,11,2,1,0,2,4,21,19.4,-6
1974,/a/adebaba01,2021-05-01,MIA,@,CLE,33:00,6,13,0,0,1,2,2,8,10,6,4,0,0,2,13,17.1,+23
1975,/a/adebaba01,2021-05-02,MIA,@,CHO,33:32,9,13,0,0,2,3,2,5,7,10,1,0,3,2,20,21.2,+5
1976,/a/adebaba01,2021-05-04,MIA,,DAL,30:22,4,10,0,0,3,6,3,6,9,11,2,0,3,1,11,14.6,-22
1977,/a/adebaba01,2021-05-07,MIA,,MIN,32:46,6,10,0,0,3,4,0,4,4,4,2,2,2,4,15,13.8,-4
1978,/a/adebaba01,2021-05-09,MIA,@,BOS,33:15,5,5,0,0,10,11,1,5,6,3,2,0,3,4,20,19.8,-3
1979,/a/adebaba01,2021-05-11,MIA,@,BOS,34:34,10,15,0,0,2,3,2,5,7,5,1,2,4,4,22,18.3,+8
1980,/a/adebaba01,2021-05-13,MIA,,PHI,34:36,9,13,0,0,0,0,3,9,12,8,0,1,1,1,18,22.2,+8
1981,/a/adebaba01,2021-05-15,MIA,@,MIL,33:13,2,9,0,0,1,1,1,7,8,8,2,0,2,1,5,7.5,-7
1982,/n/nunnke01,2020-12-23,MIA,@,ORL,8:02,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,-0.1,-4
1983,/n/nunnke01,2020-12-29,MIA,,MIL,30:48,6,17,1,6,2,2,1,2,3,6,1,1,1,0,15,11.7,-28
1984,/n/nunnke01,2020-12-30,MIA,,MIL,9:23,1,3,0,1,1,1,0,0,0,1,1,0,1,0,3,2.0,-7
1985,/n/nunnke01,2021-01-01,MIA,@,DAL,6:27,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,-2.8,-4
1986,/n/nunnke01,2021-01-04,MIA,,OKC,5:59,4,6,0,2,0,0,0,0,0,2,0,0,0,1,8,6.4,-1
1987,/n/nunnke01,2021-01-16,MIA,,DET,27:14,3,6,1,2,0,0,1,4,5,1,0,0,5,0,7,1.6,-1
1988,/n/nunnke01,2021-01-18,MIA,,DET,34:02,8,15,2,4,0,0,1,4,5,3,2,1,2,3,18,14.2,+17
1989,/n/nunnke01,2021-01-20,MIA,@,TOR,34:37,9,12,4,6,6,6,1,7,8,5,1,0,5,4,28,23.9,+11
1990,/n/nunnke01,2021-01-22,MIA,@,TOR,38:38,8,16,2,8,4,6,0,4,4,5,3,0,3,2,22,17.1,-27
1991,/n/nunnke01,2021-01-23,MIA,@,BRK,32:23,7,14,4,9,0,0,0,5,5,3,1,0,1,4,18,13.0,-4
1992,/n/nunnke01,2021-01-25,MIA,@,BRK,34:34,5,17,1,8,0,0,0,2,2,2,0,1,1,1,11,2.4,-19
1993,/n/nunnke01,2021-01-27,MIA,,DEN,38:55,7,16,3,9,0,0,0,2,2,1,3,0,2,0,17,10.9,-16
1994,/n/nunnke01,2021-01-28,MIA,,LAC,32:56,5,12,0,3,0,0,1,2,3,3,0,0,1,3,10,4.8,-5
1995,/n/nunnke01,2021-02-05,MIA,,WAS,31:59,11,17,2,6,1,2,3,5,8,1,2,0,4,3,25,18.2,+17
1996,/n/nunnke01,2021-02-07,MIA,@,NYK,30:55,6,11,4,7,0,0,0,4,4,3,0,0,2,2,16,11.2,+2
1997,/n/nunnke01,2021-02-09,MIA,,NYK,32:56,3,8,3,6,2,2,0,2,2,3,1,0,2,1,11,7.9,+8
1998,/n/nunnke01,2021-02-11,MIA,@,HOU,40:51,7,18,2,10,0,0,1,4,5,3,4,0,3,2,16,10.4,+3
1999,/n/nunnke01,2021-02-13,MIA,@,UTA,34:19,8,15,4,9,3,3,0,3,3,0,3,1,5,4,23,13.7,-14
2000,/n/nunnke01,2021-02-15,MIA,@,LAC,21:28,2,6,0,4,2,2,0,2,2,1,0,0,1,4,6,1.3,-17
2001,/n/nunnke01,2021-02-17,MIA,@,GSW,40:35,7,14,5,9,0,0,0,1,1,2,0,0,1,1,19,12.3,-4
2002,/n/nunnke01,2021-02-18,MIA,@,SAC,31:29,6,14,4,8,0,0,0,3,3,2,1,0,1,3,16,9.7,+10
2003,/n/nunnke01,2021-02-20,MIA,@,LAL,39:50,10,14,5,6,2,2,1,4,5,3,2,1,1,4,27,25.3,+9
2004,/n/nunnke01,2021-02-22,MIA,@,OKC,40:59,7,18,3,9,3,3,0,5,5,9,3,2,0,1,20,22.0,+23
2005,/n/nunnke01,2021-02-24,MIA,,TOR,36:21,2,9,1,4,2,2,2,2,4,7,0,1,2,3,7,5.9,+12
2006,/n/nunnke01,2021-02-26,MIA,,UTA,29:14,5,9,2,4,0,0,1,3,4,1,0,0,2,2,12,7.2,+4
2007,/n/nunnke01,2021-02-28,MIA,,ATL,32:45,8,15,4,8,4,4,0,3,3,7,1,1,0,2,24,23.4,-1
2008,/n/nunnke01,2021-03-02,MIA,,ATL,35:41,3,12,0,4,0,0,0,2,2,1,3,0,2,1,6,0.7,-4
2009,/n/nunnke01,2021-03-04,MIA,@,NOP,25:19,4,13,1,7,4,4,1,3,4,1,0,0,1,2,13,6.0,+1
2010,/n/nunnke01,2021-03-11,MIA,,ORL,28:34,6,12,1,4,0,0,1,1,2,2,1,0,1,1,13,9.0,+11
2011,/n/nunnke01,2021-03-12,MIA,@,CHI,25:45,4,11,2,7,0,0,0,2,2,5,2,0,1,0,10,9.0,+4
2012,/n/nunnke01,2021-03-14,MIA,@,ORL,18:29,1,9,1,6,0,0,0,1,1,1,0,0,1,0,3,-2.9,-3
2013,/n/nunnke01,2021-03-16,MIA,,CLE,23:46,4,9,2,3,0,0,1,4,5,2,1,0,1,3,10,7.4,+19
2014,/n/nunnke01,2021-03-17,MIA,@,MEM,24:54,2,10,1,5,0,0,0,6,6,3,0,0,0,4,5,1.1,+11
2015,/n/nunnke01,2021-03-19,MIA,,IND,18:43,3,8,1,4,0,0,0,0,0,2,1,0,2,0,7,3.0,-9
2016,/n/nunnke01,2021-03-21,MIA,,IND,23:16,3,6,1,2,2,2,0,1,1,3,1,0,2,1,9,7.0,-9
2017,/n/nunnke01,2021-03-23,MIA,,PHO,35:14,10,19,5,9,0,0,0,3,3,1,0,0,0,2,25,16.5,-9
2018,/n/nunnke01,2021-03-25,MIA,,POR,33:55,9,13,3,5,1,2,0,5,5,5,1,0,0,2,22,21.3,+4
