,player,date,team,home,opp,min,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
741,/v/vucevni01,2021-03-12,ORL,@,SAS,29:03,12,18,2,2,0,0,3,6,9,3,0,0,4,1,26,19.8,-4
742,/v/vucevni01,2021-03-14,ORL,,MIA,38:15,15,27,6,13,2,3,1,9,10,6,2,0,7,3,38,26.1,-10
743,/v/vucevni01,2021-03-18,ORL,@,NYK,35:56,8,20,1,6,0,0,3,13,16,4,1,2,4,3,17,12.2,-4
744,/v/vucevni01,2021-03-19,ORL,,BRK,38:30,8,24,2,8,4,6,1,13,14,8,2,1,4,4,22,14.9,+7
745,/v/vucevni01,2021-03-21,ORL,@,BOS,36:50,9,20,3,6,1,2,3,10,13,3,0,0,0,1,22,18.0,-18
746,/v/vucevni01,2021-03-23,ORL,,DEN,33:59,8,25,2,8,0,0,1,6,7,2,0,1,1,1,18,6.9,-8
747,/v/vucevni01,2021-03-24,ORL,,PHO,33:52,11,19,3,5,2,3,3,11,14,4,1,1,1,2,27,25.8,-5
748,/v/vucevni01,2021-03-27,CHI,@,SAS,31:46,9,16,2,4,1,1,2,7,9,3,0,0,0,4,21,17.4,-24
749,/v/vucevni01,2021-03-29,CHI,@,GSW,26:33,9,13,0,4,3,3,1,8,9,6,0,1,2,3,21,20.3,-3
750,/v/vucevni01,2021-03-31,CHI,@,PHO,34:24,8,18,2,4,6,6,3,7,10,3,2,1,0,1,24,23.2,-6
751,/v/vucevni01,2021-04-02,CHI,@,UTA,28:54,5,14,1,5,5,6,1,7,8,4,0,1,0,2,16,13.3,-9
752,/v/vucevni01,2021-04-04,CHI,,BRK,32:22,10,17,1,4,1,2,1,12,13,2,2,2,1,2,22,21.0,+12
753,/v/vucevni01,2021-04-06,CHI,@,IND,35:12,14,29,4,7,0,0,5,11,16,5,0,1,4,4,32,22.7,+6
754,/v/vucevni01,2021-04-08,CHI,@,TOR,31:46,9,19,3,6,1,1,2,5,7,4,1,0,2,2,22,16.2,-5
755,/v/vucevni01,2021-04-09,CHI,@,ATL,36:21,11,19,3,5,0,0,3,7,10,2,1,0,3,0,25,19.7,-14
756,/v/vucevni01,2021-04-11,CHI,@,MIN,27:29,7,13,2,3,2,2,2,3,5,5,0,3,2,3,18,16.4,-14
757,/v/vucevni01,2021-04-12,CHI,@,MEM,33:08,7,19,3,7,0,1,1,9,10,1,5,1,0,2,17,15.1,-19
758,/v/vucevni01,2021-04-14,CHI,,ORL,33:34,11,20,5,8,2,2,1,10,11,1,1,2,0,3,29,25.0,-4
759,/v/vucevni01,2021-04-16,CHI,,MEM,32:40,9,22,3,7,3,4,5,9,14,6,0,0,0,3,24,21.0,-15
760,/v/vucevni01,2021-04-17,CHI,,CLE,32:48,10,17,3,5,2,2,1,6,7,5,2,0,1,2,25,23.3,+16
761,/v/vucevni01,2021-04-19,CHI,@,BOS,31:36,13,23,3,6,0,0,4,5,9,2,2,1,2,1,29,24.1,+5
762,/v/vucevni01,2021-04-21,CHI,@,CLE,25:12,4,12,1,5,0,0,1,4,5,2,1,0,5,2,9,0.7,-23
763,/v/vucevni01,2021-04-22,CHI,,CHO,28:43,8,13,1,4,1,1,1,15,16,6,0,0,2,0,18,19.5,+24
764,/v/vucevni01,2021-04-24,CHI,@,MIA,38:56,11,18,2,6,2,3,2,12,14,6,0,0,2,1,26,24.2,-2
765,/v/vucevni01,2021-04-26,CHI,@,MIA,35:15,9,15,4,5,2,2,1,10,11,2,1,0,4,4,24,17.6,+10
766,/v/vucevni01,2021-04-28,CHI,@,NYK,37:07,10,22,3,7,3,4,2,16,18,3,0,2,3,2,26,20.1,-9
767,/v/vucevni01,2021-04-30,CHI,,MIL,36:11,7,27,1,9,2,2,3,12,15,4,1,1,0,2,17,10.3,-8
768,/v/vucevni01,2021-05-06,CHI,@,CHO,30:39,12,24,5,7,0,0,6,8,14,3,2,1,1,2,29,26.6,+14
769,/v/vucevni01,2021-05-07,CHI,,BOS,32:05,7,16,2,5,2,2,4,10,14,10,2,1,4,2,18,20.3,+12
770,/v/vucevni01,2021-05-09,CHI,@,DET,36:10,14,27,1,8,0,0,3,13,16,2,0,1,0,4,29,22.2,0
771,/v/vucevni01,2021-05-11,CHI,,BRK,36:15,5,18,2,6,0,0,2,10,12,6,0,0,1,1,12,8.6,+1
772,/v/vucevni01,2021-05-13,CHI,,TOR,32:26,7,19,2,7,0,0,0,16,16,6,0,0,2,2,16,11.7,+3
773,/v/vucevni01,2021-05-15,CHI,@,BRK,30:15,4,18,0,8,2,2,2,9,11,3,0,1,2,4,10,2.3,-11
774,/s/sextoco01,2020-12-23,CLE,,CHO,37:05,9,16,3,4,6,9,0,2,2,5,0,0,2,4,27,18.7,+6
775,/s/sextoco01,2020-12-26,CLE,@,DET,45:14,15,23,2,3,0,1,0,2,2,3,3,0,4,5,32,21.2,+9
776,/s/sextoco01,2020-12-27,CLE,,PHI,29:20,8,15,1,2,5,6,0,3,3,3,1,0,1,1,22,16.9,+9
777,/s/sextoco01,2020-12-29,CLE,,NYK,40:35,6,17,1,4,7,8,1,1,2,4,1,0,2,2,20,12.1,-7
778,/s/sextoco01,2020-12-31,CLE,@,IND,36:36,12,19,2,2,2,2,0,1,1,4,1,1,2,2,28,21.5,-7
779,/s/sextoco01,2021-01-02,CLE,@,ATL,35:54,10,18,2,5,5,5,1,1,2,3,3,0,0,3,27,23.3,0
780,/s/sextoco01,2021-01-04,CLE,@,ORL,38:51,10,19,2,4,2,2,1,1,2,2,1,0,6,5,24,10.1,-19
781,/s/sextoco01,2021-01-06,CLE,@,ORL,35:00,8,20,3,7,2,2,1,2,3,4,1,1,0,1,21,15.6,-13
782,/s/sextoco01,2021-01-20,CLE,,BRK,38:12,16,29,5,11,5,9,3,2,5,5,2,1,1,5,42,32.4,+14
783,/s/sextoco01,2021-01-22,CLE,,BRK,29:34,8,19,1,5,8,9,1,1,2,9,0,0,1,5,25,18.8,+18
784,/s/sextoco01,2021-01-24,CLE,@,BOS,16:11,3,8,0,1,7,7,1,1,2,2,0,0,6,2,13,4.2,-14
785,/s/sextoco01,2021-01-25,CLE,,LAL,29:36,6,17,2,4,3,4,0,4,4,6,1,0,4,5,17,7.5,-2
786,/s/sextoco01,2021-01-27,CLE,,DET,34:46,10,14,1,1,8,10,0,5,5,5,2,0,5,2,29,23.6,+25
787,/s/sextoco01,2021-01-29,CLE,@,NYK,34:54,6,18,0,4,5,6,1,0,1,5,0,0,2,2,17,7.8,-10
788,/s/sextoco01,2021-01-31,CLE,@,MIN,31:47,8,16,0,1,0,0,0,2,2,2,0,0,5,2,16,4.2,+5
789,/s/sextoco01,2021-02-01,CLE,,MIN,41:28,7,17,2,4,10,11,0,3,3,3,0,0,2,0,26,17.5,+12
790,/s/sextoco01,2021-02-03,CLE,,LAC,38:28,11,21,1,1,4,4,0,1,1,5,1,0,1,1,27,20.1,-22
791,/s/sextoco01,2021-02-05,CLE,,MIL,37:50,7,17,1,3,4,5,1,1,2,4,1,1,1,4,19,12.4,+4
792,/s/sextoco01,2021-02-06,CLE,,MIL,34:18,6,18,2,6,3,6,1,2,3,3,1,0,3,2,17,6.2,-24
793,/s/sextoco01,2021-02-08,CLE,@,PHO,34:13,10,15,2,4,1,1,0,2,2,5,0,0,2,4,23,17.0,-5
794,/s/sextoco01,2021-02-10,CLE,@,DEN,28:54,1,9,0,2,2,3,1,2,3,8,1,0,3,2,4,1.8,-27
795,/s/sextoco01,2021-02-12,CLE,@,POR,40:52,8,16,1,2,8,9,0,3,3,5,2,0,2,3,25,19.8,-7
796,/s/sextoco01,2021-02-14,CLE,@,LAC,35:24,8,16,0,1,6,9,2,1,3,2,1,0,2,5,22,12.9,-31
797,/s/sextoco01,2021-02-15,CLE,@,GSW,41:50,9,20,1,5,4,5,3,0,3,5,3,0,2,3,23,17.6,-26
798,/s/sextoco01,2021-02-19,CLE,,DEN,37:49,8,17,3,7,4,6,0,0,0,4,0,0,5,2,23,10.5,-22
799,/s/sextoco01,2021-02-21,CLE,,OKC,40:17,11,22,1,6,4,5,0,5,5,3,0,0,4,4,27,13.6,-2
800,/s/sextoco01,2021-02-23,CLE,,ATL,33:50,9,16,3,5,8,10,0,1,1,5,1,0,6,5,29,17.4,-9
801,/s/sextoco01,2021-02-24,CLE,,HOU,38:56,9,19,3,8,2,2,1,1,2,3,1,0,1,0,23,16.4,+1
802,/s/sextoco01,2021-02-27,CLE,@,PHI,44:29,11,27,1,5,5,6,1,4,5,3,3,0,4,4,28,14.5,+1
803,/s/sextoco01,2021-03-01,CLE,@,HOU,41:39,12,20,4,8,11,15,0,3,3,8,2,0,6,2,39,29.9,+9
804,/s/sextoco01,2021-03-03,CLE,,IND,43:26,12,25,2,5,6,6,1,3,4,10,3,0,6,1,32,24.5,+8
805,/s/sextoco01,2021-03-12,CLE,@,NOP,31:18,7,18,0,3,5,5,0,2,2,1,3,0,0,2,19,12.7,-31
806,/s/sextoco01,2021-03-14,CLE,@,ATL,28:30,5,17,1,5,4,6,1,1,2,1,0,0,3,1,15,2.6,-24
807,/s/sextoco01,2021-03-16,CLE,@,MIA,33:32,7,17,2,8,5,6,1,0,1,3,1,0,1,5,21,12.3,-2
808,/s/sextoco01,2021-03-17,CLE,,BOS,36:34,10,20,2,5,7,7,1,6,7,6,0,0,4,2,29,20.9,+19
809,/s/sextoco01,2021-03-19,CLE,,SAS,38:46,12,25,3,6,2,3,2,3,5,2,0,0,1,4,29,17.0,-8
810,/s/sextoco01,2021-03-21,CLE,,TOR,38:45,13,24,6,9,4,6,1,2,3,4,2,0,6,1,36,23.3,+5
811,/s/sextoco01,2021-03-22,CLE,,SAC,28:43,6,15,0,3,3,3,0,4,4,7,0,0,2,1,15,10.6,-25
812,/s/sextoco01,2021-03-27,CLE,@,SAC,40:01,11,24,1,5,3,5,3,3,6,4,2,0,0,4,26,19.0,-4
813,/s/sextoco01,2021-03-29,CLE,@,UTA,35:21,8,18,0,5,4,5,1,2,3,2,2,0,1,1,20,13.5,-18
814,/s/sextoco01,2021-04-01,CLE,,PHI,33:29,7,15,1,4,9,9,1,2,3,3,2,0,3,3,24,17.5,-22
815,/s/sextoco01,2021-04-03,CLE,@,MIA,35:19,11,17,0,4,4,4,0,3,3,3,3,0,5,3,26,18.3,-6
816,/s/sextoco01,2021-04-05,CLE,@,SAS,33:59,7,17,1,5,7,8,1,2,3,5,0,0,0,2,22,16.5,+2
817,/s/sextoco01,2021-04-08,CLE,@,OKC,33:18,9,17,0,1,9,10,1,2,3,4,1,0,0,0,27,23.4,+19
818,/s/sextoco01,2021-04-10,CLE,,TOR,35:22,10,20,1,3,8,9,0,0,0,5,0,0,2,2,29,19.3,-17
819,/s/sextoco01,2021-04-15,CLE,,GSW,34:20,10,19,3,5,7,10,2,2,4,2,0,0,0,4,30,21.3,-29
820,/s/sextoco01,2021-04-17,CLE,@,CHI,34:43,8,20,3,6,3,4,2,3,5,2,0,1,5,2,22,9.4,-7
821,/s/sextoco01,2021-04-19,CLE,@,DET,38:22,12,20,1,1,3,3,3,4,7,4,1,2,2,3,28,24.1,+11
822,/s/sextoco01,2021-04-21,CLE,,CHI,31:21,11,17,3,5,5,6,2,1,3,7,1,0,2,3,30,26.5,+11
823,/s/sextoco01,2021-04-23,CLE,@,CHO,34:20,11,19,3,8,3,5,1,6,7,2,1,0,4,5,28,17.2,-4
824,/s/sextoco01,2021-04-30,CLE,,WAS,31:55,7,19,1,6,7,7,3,4,7,2,1,1,8,0,22,9.9,-4
825,/s/sextoco01,2021-05-01,CLE,,MIA,38:50,8,20,4,6,5,8,3,1,4,8,2,1,2,3,25,20.5,-21
826,/s/sextoco01,2021-05-04,CLE,,PHO,38:32,11,24,2,5,5,7,2,5,7,7,0,0,5,5,29,16.6,-17
827,/s/sextoco01,2021-05-05,CLE,,POR,34:24,6,15,0,3,3,5,0,0,0,4,2,0,1,2,15,9.1,-22
828,/s/sextoco01,2021-05-07,CLE,@,DAL,36:25,9,18,0,2,9,11,2,2,4,4,0,0,2,3,27,18.8,-13
829,/s/sextoco01,2021-05-09,CLE,,DAL,32:17,8,19,3,5,5,7,1,2,3,7,0,0,2,1,24,16.9,-9
830,/s/sextoco01,2021-05-10,CLE,,IND,36:39,7,26,1,6,10,12,3,2,5,8,1,0,3,1,25,14.7,-8
831,/s/sextoco01,2021-05-12,CLE,,BOS,32:13,7,15,1,2,13,16,0,2,2,8,0,1,5,1,28,20.6,0
832,/s/sextoco01,2021-05-14,CLE,@,WAS,30:32,8,16,2,4,8,8,0,1,1,4,0,0,6,3,26,13.9,-21
833,/s/sextoco01,2021-05-16,CLE,@,BRK,20:03,5,11,1,4,5,5,0,2,2,5,1,0,1,2,16,13.6,-5
834,/l/loveke01,2020-12-26,CLE,@,DET,37:32,4,12,3,8,4,5,1,8,9,3,0,0,3,1,15,9.6,+14
835,/l/loveke01,2020-12-27,CLE,,PHI,8:50,2,6,0,1,0,0,1,2,3,2,1,0,0,0,4,4.3,+2
836,/l/loveke01,2021-03-12,CLE,@,NOP,10:01,1,4,1,3,1,2,0,1,1,0,0,0,0,2,4,0.7,-5
837,/l/loveke01,2021-03-14,CLE,@,ATL,1:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3
838,/l/loveke01,2021-04-01,CLE,,PHI,20:10,4,10,3,6,2,2,1,3,4,3,0,0,3,1,13,7.9,-2
839,/l/loveke01,2021-04-03,CLE,@,MIA,23:00,3,9,2,8,2,2,0,10,10,3,0,1,3,2,10,6.9,-7
840,/l/loveke01,2021-04-05,CLE,@,SAS,26:19,4,8,1,3,0,0,1,7,8,3,2,0,2,3,9,8.7,+18
841,/l/loveke01,2021-04-08,CLE,@,OKC,23:18,6,12,3,8,3,4,1,10,11,2,2,0,2,1,18,16.3,+18
842,/l/loveke01,2021-04-10,CLE,,TOR,20:53,4,9,4,8,6,8,0,3,3,1,1,0,1,2,18,13.3,-19
843,/l/loveke01,2021-04-11,CLE,,NOP,31:07,6,17,5,14,2,3,1,4,5,3,0,1,1,0,19,12.8,-3
844,/l/loveke01,2021-04-14,CLE,@,CHO,26:41,6,12,2,5,3,3,4,7,11,4,0,0,0,2,17,17.9,+9
845,/l/loveke01,2021-04-15,CLE,,GSW,21:47,2,10,1,7,0,0,0,6,6,2,1,0,1,0,5,2.0,-10
846,/l/loveke01,2021-04-17,CLE,@,CHI,30:06,6,15,2,10,0,0,0,11,11,0,1,0,1,0,14,9.2,+3
847,/l/loveke01,2021-04-19,CLE,@,DET,29:58,7,13,0,4,1,2,0,8,8,4,0,0,0,0,15,13.5,0
848,/l/loveke01,2021-04-21,CLE,,CHI,25:42,5,12,4,10,1,2,1,8,9,4,0,0,3,0,15,11.1,+6
849,/l/loveke01,2021-04-23,CLE,@,CHO,27:19,3,11,3,7,3,3,1,4,5,2,0,0,1,1,12,7.4,-11
850,/l/loveke01,2021-04-25,CLE,@,WAS,27:31,5,9,2,3,0,0,0,5,5,1,1,0,2,0,12,8.9,-5
851,/l/loveke01,2021-04-26,CLE,@,TOR,24:02,3,9,0,4,5,5,0,7,7,4,0,0,2,3,11,7.6,+2
852,/l/loveke01,2021-04-28,CLE,,ORL,35:00,2,11,2,10,0,0,0,10,10,6,3,0,1,1,6,7.9,-1
853,/l/loveke01,2021-04-30,CLE,,WAS,22:08,0,0,0,0,0,0,0,10,10,1,0,0,3,2,0,-0.1,+5
854,/l/loveke01,2021-05-01,CLE,,MIA,29:06,9,14,7,10,0,0,0,6,6,3,0,0,3,2,25,18.9,-30
855,/l/loveke01,2021-05-04,CLE,,PHO,33:39,2,10,1,4,2,2,1,10,11,4,0,0,2,0,7,5.3,-10
856,/l/loveke01,2021-05-05,CLE,,POR,25:52,7,14,4,10,0,0,2,6,8,2,1,0,0,1,18,16.2,-45
857,/l/loveke01,2021-05-09,CLE,,DAL,26:54,2,9,1,4,3,4,2,9,11,3,1,0,1,1,8,7.9,-12
858,/l/loveke01,2021-05-12,CLE,,BOS,33:36,10,16,6,9,4,4,0,14,14,3,2,0,3,1,30,27.7,+14
859,/d/doncilu01,2020-12-23,DAL,@,PHO,35:57,11,26,0,6,10,12,2,6,8,5,0,0,1,2,32,22.3,-9
860,/d/doncilu01,2020-12-25,DAL,@,LAL,34:08,9,19,2,5,7,8,0,4,4,7,0,1,3,0,27,20.7,-14
861,/d/doncilu01,2020-12-27,DAL,@,LAC,25:55,8,18,0,5,8,9,0,9,9,8,1,0,2,0,24,21.5,+29
862,/d/doncilu01,2020-12-30,DAL,,CHO,24:04,4,10,0,5,4,7,0,2,2,5,2,0,3,3,12,7.3,-27
863,/d/doncilu01,2021-01-01,DAL,,MIA,35:49,9,22,3,10,6,9,1,14,15,7,0,1,5,2,27,18.7,+12
864,/d/doncilu01,2021-01-04,DAL,@,HOU,37:55,12,25,3,10,6,6,2,14,16,11,0,0,8,3,33,24.4,+28
865,/d/doncilu01,2021-01-07,DAL,@,DEN,43:17,13,22,2,7,10,15,0,9,9,13,5,1,8,0,38,35.3,+14
866,/d/doncilu01,2021-01-09,DAL,,ORL,34:37,7,20,3,9,3,3,1,9,10,10,1,2,6,1,20,15.2,0
867,/d/doncilu01,2021-01-13,DAL,@,CHO,34:48,14,25,5,9,1,2,2,11,13,9,2,4,4,3,34,32.3,+14
868,/d/doncilu01,2021-01-15,DAL,@,MIL,35:45,12,24,1,7,3,7,0,10,10,13,0,0,3,4,28,21.9,-2
869,/d/doncilu01,2021-01-17,DAL,,CHI,37:30,13,30,6,11,4,6,6,10,16,15,2,0,5,2,36,33.3,-7
870,/d/doncilu01,2021-01-18,DAL,@,TOR,34:34,4,11,0,3,7,8,2,5,7,9,0,0,3,0,15,14.7,-10
871,/d/doncilu01,2021-01-20,DAL,@,IND,37:54,5,15,0,3,3,4,0,12,12,12,0,1,3,0,13,13.8,+11
872,/d/doncilu01,2021-01-22,DAL,@,SAS,36:28,13,28,4,12,6,6,0,9,9,11,0,0,2,5,36,28.0,-6
873,/d/doncilu01,2021-01-23,DAL,,HOU,29:28,9,18,1,6,7,12,0,5,5,8,0,1,3,0,26,19.8,-15
874,/d/doncilu01,2021-01-25,DAL,,DEN,39:03,11,23,3,8,10,10,2,9,11,16,4,1,5,3,35,37.1,+8
875,/d/doncilu01,2021-01-27,DAL,@,UTA,33:51,13,24,2,7,2,2,0,4,4,6,1,0,4,1,30,20.4,-7
876,/d/doncilu01,2021-01-29,DAL,@,UTA,32:15,8,17,2,6,7,10,0,6,6,7,1,0,2,2,25,20.0,-27
877,/d/doncilu01,2021-01-30,DAL,,PHO,33:23,12,22,3,7,2,4,0,8,8,7,0,0,4,3,29,19.7,+2
878,/d/doncilu01,2021-02-01,DAL,,PHO,38:18,7,19,1,4,10,11,0,5,5,8,1,2,4,2,25,18.8,+8
879,/d/doncilu01,2021-02-03,DAL,@,ATL,37:50,8,20,1,5,10,10,1,7,8,14,2,1,4,1,27,27.1,+3
880,/d/doncilu01,2021-02-04,DAL,,GSW,32:26,8,20,3,7,8,9,2,4,6,6,1,0,5,3,27,17.4,-28
881,/d/doncilu01,2021-02-06,DAL,,GSW,38:11,12,23,7,12,11,14,1,6,7,11,1,0,7,3,42,32.5,+18
882,/d/doncilu01,2021-02-08,DAL,,MIN,37:06,9,22,1,7,7,9,0,8,8,5,1,0,7,4,26,11.7,+4
883,/d/doncilu01,2021-02-10,DAL,,ATL,36:35,9,18,2,7,8,10,0,10,10,10,1,2,5,4,28,24.0,+9
884,/d/doncilu01,2021-02-12,DAL,,NOP,40:01,17,30,5,8,7,9,1,7,8,12,1,1,3,4,46,39.3,+13
885,/d/doncilu01,2021-02-14,DAL,,POR,36:21,14,20,5,8,11,12,1,6,7,9,0,0,5,4,44,37.4,-10
886,/d/doncilu01,2021-02-22,DAL,,MEM,33:05,8,18,3,10,2,9,0,7,7,5,2,1,4,1,21,12.7,+5
887,/d/doncilu01,2021-02-23,DAL,,BOS,37:53,11,23,6,8,3,4,2,8,10,8,1,0,3,0,31,26.3,+5
888,/d/doncilu01,2021-02-25,DAL,@,PHI,29:25,6,13,3,6,4,6,0,3,3,4,0,3,7,2,19,9.5,-20
889,/d/doncilu01,2021-02-27,DAL,@,BRK,33:43,11,21,3,10,2,6,0,6,6,7,2,0,1,2,27,22.0,+21
890,/d/doncilu01,2021-03-01,DAL,@,ORL,37:27,12,22,5,10,4,6,1,9,10,9,0,0,4,0,33,27.3,+5
891,/d/doncilu01,2021-03-10,DAL,,SAS,38:57,9,20,2,10,2,3,1,11,12,12,0,0,6,4,22,16.0,+18
892,/d/doncilu01,2021-03-13,DAL,@,DEN,32:48,7,16,3,10,4,6,0,5,5,12,0,0,3,3,21,17.5,+9
893,/d/doncilu01,2021-03-15,DAL,,LAC,38:23,9,23,4,11,3,4,0,10,10,16,2,0,7,5,25,19.3,-2
894,/d/doncilu01,2021-03-17,DAL,,LAC,42:48,16,28,6,11,4,5,1,5,6,9,3,2,4,2,42,36.5,+29
895,/d/doncilu01,2021-03-19,DAL,@,POR,38:51,15,27,4,13,4,5,0,9,9,9,1,0,4,1,38,30.3,-3
896,/d/doncilu01,2021-03-21,DAL,@,POR,29:36,13,19,8,9,3,6,2,5,7,4,0,0,5,2,37,27.6,+24
897,/d/doncilu01,2021-03-24,DAL,@,MIN,27:03,6,16,2,9,1,2,0,4,4,4,1,1,4,1,15,7.1,+7
898,/d/doncilu01,2021-03-29,DAL,@,OKC,27:39,9,17,4,10,3,4,0,3,3,7,2,0,3,3,25,19.9,+6
899,/d/doncilu01,2021-03-31,DAL,@,BOS,34:40,11,15,7,11,7,11,0,8,8,5,0,0,8,3,36,25.0,-2
900,/d/doncilu01,2021-04-02,DAL,@,NYK,35:02,11,23,3,8,1,4,0,8,8,7,1,0,5,2,26,15.6,-7
901,/d/doncilu01,2021-04-03,DAL,@,WAS,32:20,12,24,1,8,1,4,1,7,8,6,1,1,4,3,26,16.3,+14
902,/d/doncilu01,2021-04-05,DAL,,UTA,35:53,11,26,6,11,3,3,2,7,9,8,0,0,4,2,31,21.5,+4
903,/d/doncilu01,2021-04-07,DAL,@,HOU,37:27,9,26,1,9,4,5,2,7,9,5,1,1,5,5,23,9.7,-7
904,/d/doncilu01,2021-04-08,DAL,,MIL,36:55,11,20,3,8,2,5,0,9,9,9,0,1,4,3,27,20.7,+18
905,/d/doncilu01,2021-04-11,DAL,,SAS,35:20,10,17,2,8,7,8,0,3,3,7,1,0,5,2,29,21.7,-6
906,/d/doncilu01,2021-04-12,DAL,,PHI,33:01,10,20,2,7,10,11,2,2,4,4,1,1,4,0,32,24.1,-17
907,/d/doncilu01,2021-04-14,DAL,@,MEM,34:16,10,20,3,10,6,9,0,5,5,9,2,1,3,4,29,23.7,-4
908,/d/doncilu01,2021-04-16,DAL,,NYK,38:03,7,16,2,9,6,10,0,8,8,19,0,1,3,3,22,24.2,+5
909,/d/doncilu01,2021-04-18,DAL,,SAC,35:50,14,27,4,13,5,10,2,6,8,4,1,3,4,5,37,24.8,-20
910,/d/doncilu01,2021-04-21,DAL,,DET,33:00,10,22,4,11,6,10,2,8,10,9,2,0,3,2,30,25.3,+10
911,/d/doncilu01,2021-04-22,DAL,,LAL,36:29,9,21,3,9,9,11,1,8,9,8,3,0,5,5,30,22.8,-4
912,/d/doncilu01,2021-04-24,DAL,,LAL,38:57,6,15,2,6,4,5,0,8,8,13,0,0,6,1,18,14.6,+26
913,/d/doncilu01,2021-04-26,DAL,@,SAC,37:54,8,20,4,12,4,6,0,8,8,8,0,0,4,2,24,15.6,-19
914,/d/doncilu01,2021-04-27,DAL,@,GSW,28:06,15,23,4,10,5,5,2,4,6,8,2,0,7,3,39,30.9,+29
915,/d/doncilu01,2021-05-01,DAL,,WAS,39:13,12,23,1,6,6,11,2,10,12,20,0,0,1,4,31,33.5,+6
916,/d/doncilu01,2021-05-02,DAL,,SAC,36:28,11,22,1,7,7,8,0,6,6,6,2,0,6,4,30,19.0,+4
917,/d/doncilu01,2021-05-04,DAL,@,MIA,30:16,8,15,5,10,2,5,1,11,12,8,0,0,7,1,23,16.7,+20
918,/d/doncilu01,2021-05-06,DAL,,BRK,35:37,7,22,5,13,5,10,1,9,10,8,2,0,6,0,24,14.4,+7
919,/d/doncilu01,2021-05-07,DAL,,CLE,23:09,8,17,1,5,7,7,1,7,8,1,0,1,3,4,24,14.9,+7
920,/d/doncilu01,2021-05-09,DAL,@,CLE,21:37,5,11,0,2,5,7,1,4,5,5,2,0,1,2,15,14.1,+4
921,/d/doncilu01,2021-05-11,DAL,@,MEM,25:30,4,16,0,4,4,4,1,4,5,5,0,0,5,1,12,2.4,-23
922,/d/doncilu01,2021-05-12,DAL,,NOP,31:16,12,24,7,15,2,2,1,7,8,8,0,0,4,1,33,25.0,+24
923,/d/doncilu01,2021-05-14,DAL,,TOR,34:13,7,19,1,8,5,5,1,9,10,11,0,1,1,4,20,18.7,-5
924,/d/doncilu01,2021-05-16,DAL,@,MIN,20:44,6,13,2,7,4,5,0,6,6,6,2,0,4,1,18,14.5,-15
925,/p/porzikr01,2021-01-13,DAL,@,CHO,21:03,6,16,4,9,0,0,0,4,4,0,0,2,0,3,16,8.6,+1
926,/p/porzikr01,2021-01-15,DAL,@,MIL,29:00,6,19,2,7,1,2,2,8,10,1,0,2,4,1,15,5.2,-7
927,/p/porzikr01,2021-01-17,DAL,,CHI,33:22,9,19,0,7,2,2,2,6,8,0,0,2,0,5,20,12.9,-3
928,/p/porzikr01,2021-01-18,DAL,@,TOR,31:53,8,14,2,5,5,7,4,5,9,1,0,2,1,2,23,20.2,-9
929,/p/porzikr01,2021-01-20,DAL,@,IND,32:24,12,15,1,3,2,2,5,8,13,4,0,1,0,2,27,29.9,+6
930,/p/porzikr01,2021-01-22,DAL,@,SAS,33:25,7,14,3,5,4,4,1,7,8,1,1,2,0,4,21,18.3,+24
931,/p/porzikr01,2021-01-25,DAL,,DEN,32:58,6,18,1,8,3,4,0,6,6,1,1,1,3,5,16,4.6,-14
932,/p/porzikr01,2021-01-27,DAL,@,UTA,31:47,8,18,2,7,0,0,0,5,5,0,0,2,0,3,18,10.3,-24
933,/p/porzikr01,2021-01-29,DAL,@,UTA,24:36,4,14,1,5,2,3,3,6,9,0,0,0,1,5,11,3.3,-18
934,/p/porzikr01,2021-02-01,DAL,,PHO,34:13,6,15,3,7,4,4,0,10,10,1,1,3,4,1,19,13.3,+3
935,/p/porzikr01,2021-02-03,DAL,@,ATL,34:29,10,20,1,6,3,3,3,8,11,2,1,0,1,2,24,19.1,+9
936,/p/porzikr01,2021-02-04,DAL,,GSW,25:12,9,16,5,8,2,2,1,4,5,3,0,2,1,4,25,20.2,-21
937,/p/porzikr01,2021-02-06,DAL,,GSW,31:09,7,18,0,3,4,5,5,5,10,3,0,0,1,1,18,13.5,+3
938,/p/porzikr01,2021-02-08,DAL,,MIN,30:46,10,19,4,7,3,3,4,9,13,4,0,5,2,4,27,25.9,-4
939,/p/porzikr01,2021-02-10,DAL,,ATL,19:28,6,14,1,5,2,2,0,4,4,0,1,0,0,5,15,7.8,-10
940,/p/porzikr01,2021-02-12,DAL,,NOP,32:19,13,21,8,13,2,4,3,4,7,1,0,1,2,4,36,26.8,+8
941,/p/porzikr01,2021-02-14,DAL,,POR,31:11,5,9,0,3,8,8,2,6,8,0,1,2,1,5,18,16.3,-6
942,/p/porzikr01,2021-02-27,DAL,@,BRK,25:34,7,13,0,2,4,5,0,4,4,2,1,3,2,1,18,14.6,+7
943,/p/porzikr01,2021-03-01,DAL,@,ORL,32:56,5,15,3,10,4,4,1,9,10,3,1,1,1,1,17,14.3,+4
